age,workclass,education-num,occupation,race,sex,native-country,marital-status
63, Self-emp-not-inc,2, Other-service, White, Female, El-Salvador, Widowed
39, Private,9, Transport-moving, White, Male, United-States, Married-civ-spouse
46, Private,14, Prof-specialty, Black, Male, United-States, Married-civ-spouse
36, Private,9, Handlers-cleaners, White, Male, United-States, Married-civ-spouse
26, Private,3, Craft-repair, White, Male, United-States, Married-civ-spouse
21, Private,10, Other-service, White, Male, United-States, Never-married
41, Private,12, Tech-support, White, Male, United-States, Married-civ-spouse
44, Local-gov,10, Other-service, Black, Male, United-States, Never-married
22, Private,9, Craft-repair, White, Male, United-States, Married-civ-spouse
29, Federal-gov,10, Armed-Forces, Black, Male, United-States, Never-married
29, Private,9, Other-service, Black, Female, Japan, Never-married
58, Self-emp-inc,10, Transport-moving, White, Female, United-States, Married-civ-spouse
36, Self-emp-not-inc,15, Prof-specialty, White, Male, United-States, Married-civ-spouse
30, Private,11, Exec-managerial, White, Male, United-States, Married-civ-spouse
37, Private,13, Machine-op-inspct, White, Male, United-States, Married-civ-spouse
29, Private,11, Machine-op-inspct, White, Male, United-States, Never-married
26, Private,3, Adm-clerical, White, Female, Mexico, Never-married
43, Private,9, Sales, White, Male, United-States, Married-civ-spouse
49, Private,9, Craft-repair, White, Female, United-States, Married-civ-spouse
45, Federal-gov,13, Exec-managerial, White, Male, United-States, Married-civ-spouse
28, Private,13, Prof-specialty, White, Female, United-States, Never-married
51, Private,9, Adm-clerical, White, Female, United-States, Divorced
32, Private,10, Handlers-cleaners, White, Male, Canada, Married-civ-spouse
24, Private,9, Machine-op-inspct, White, Female, United-States, Never-married
35, Private,16, Prof-specialty, White, Male, United-States, Married-civ-spouse
41, State-gov,13, Prof-specialty, White, Male, United-States, Married-civ-spouse
48, Private,13, Craft-repair, White, Male, United-States, Married-civ-spouse
61, Local-gov,9, Adm-clerical, White, Female, United-States, Widowed
20, Private,10, Adm-clerical, White, Male, United-States, Never-married
27, Private,9, Sales, White, Male, United-States, Never-married
55, Private,10, Transport-moving, White, Male, United-States, Married-civ-spouse
39, Private,9, Adm-clerical, White, Male, United-States, Married-civ-spouse
52, Private,9, Other-service, Asian-Pac-Islander, Female, India, Widowed
24, Private,9, Sales, Black, Female, United-States, Never-married
29, Private,7, Other-service, Black, Female, United-States, Never-married
25, Private,9, Machine-op-inspct, White, Male, United-States, Never-married
20, Private,10, Machine-op-inspct, White, Female, United-States, Never-married
23, Private,9, Machine-op-inspct, Black, Male, United-States, Never-married
57, Private,15, Prof-specialty, White, Male, United-States, Married-civ-spouse
51, Private,11, Prof-specialty, White, Male, United-States, Married-civ-spouse
33, Private,10, Prof-specialty, White, Female, United-States, Never-married
39, Private,13, Prof-specialty, White, Male, United-States, Never-married
40, Private,9, Exec-managerial, White, Male, United-States, Married-civ-spouse
71, Private,13, Tech-support, White, Female, United-States, Divorced
38, State-gov,10, Exec-managerial, White, Male, United-States, Married-civ-spouse
28, State-gov,15, Prof-specialty, White, Male, United-States, Never-married
57, Private,14, Prof-specialty, White, Female, United-States, Married-spouse-absent
47, Private,10, Adm-clerical, White, Male, United-States, Divorced
59, State-gov,9, Adm-clerical, White, Male, United-States, Never-married
26, Private,9, Sales, Other, Male, United-States, Never-married
35, Private,13, Adm-clerical, White, Female, United-States, Never-married
61, Self-emp-inc,13, Exec-managerial, White, Male, Germany, Married-civ-spouse
34, Private,10, Prof-specialty, White, Male, United-States, Never-married
32, Self-emp-inc,13, Craft-repair, White, Male, United-States, Married-civ-spouse
42, Private,9, Sales, White, Female, United-States, Separated
39, Private,10, Craft-repair, White, Male, United-States, Married-civ-spouse
58, Private,3, Machine-op-inspct, Black, Male, United-States, Divorced
61, Self-emp-not-inc,9, Farming-fishing, White, Male, United-States, Married-civ-spouse
40, Private,6, Craft-repair, Black, Male, United-States, Never-married
31, Private,13, Tech-support, White, Male, United-States, Never-married
36, Private,9, Sales, White, Male, United-States, Never-married
23, Private,10, Machine-op-inspct, White, Male, United-States, Never-married
33, Private,9, Craft-repair, White, Male, United-States, Never-married
52, Private,9, Craft-repair, White, Male, United-States, Married-civ-spouse
22, Private,9, Other-service, White, Female, United-States, Never-married
51, Private,10, Sales, White, Female, Italy, Divorced
31, Federal-gov,11, Exec-managerial, White, Female, United-States, Never-married
49, Self-emp-inc,9, Exec-managerial, White, Female, United-States, Divorced
49, Private,9, Machine-op-inspct, Black, Female, United-States, Married-civ-spouse
53, Federal-gov,10, Adm-clerical, Black, Female, United-States, Widowed
52, Private,9, Exec-managerial, Asian-Pac-Islander, Male, Japan, Married-civ-spouse
20, Private,6, Handlers-cleaners, White, Male, United-States, Never-married
26, Private,12, Other-service, Black, Male, United-States, Never-married
43, Private,14, Other-service, White, Female, Poland, Never-married
46, Self-emp-inc,13, Sales, White, Male, United-States, Married-civ-spouse
43, Local-gov,11, Adm-clerical, White, Female, United-States, Never-married
41, Private,9, Sales, Black, Female, United-States, Divorced
44, Self-emp-not-inc,9, Transport-moving, White, Male, United-States, Married-civ-spouse
54, Private,9, Farming-fishing, White, Male, United-States, Married-civ-spouse
65, Private,14, Sales, White, Male, United-States, Married-civ-spouse
32, Private,13, Exec-managerial, White, Female, Canada, Divorced
25, Private,10, Adm-clerical, White, Male, United-States, Separated
23, Private,13, Sales, White, Male, United-States, Never-married
25, Local-gov,13, Prof-specialty, White, Male, United-States, Never-married
19, Private,10, Handlers-cleaners, White, Male, United-States, Never-married
37, Self-emp-not-inc,9, Exec-managerial, White, Male, United-States, Married-civ-spouse
45, Private,10, Machine-op-inspct, White, Male, United-States, Never-married
37, Private,9, Sales, Black, Male, United-States, Never-married
40, Self-emp-not-inc,10, Exec-managerial, White, Male, Iran, Divorced
17, Private,7, Other-service, White, Male, United-States, Never-married
27, Private,13, Tech-support, White, Female, United-States, Never-married
59, Private,9, Sales, White, Female, United-States, Divorced
19, Federal-gov,9, Adm-clerical, Black, Female, United-States, Never-married
43, Private,6, Machine-op-inspct, Black, Male, United-States, Never-married
42, Private,6, Transport-moving, White, Male, United-States, Never-married
54, Private,9, Transport-moving, Black, Male, United-States, Married-civ-spouse
54, Self-emp-not-inc,14, Sales, White, Male, United-States, Married-civ-spouse
51, Private,6, Handlers-cleaners, White, Male, United-States, Married-civ-spouse
50, Private,9, Transport-moving, White, Male, United-States, Married-civ-spouse
40, Private,9, Adm-clerical, White, Female, United-States, Never-married
55, Private,12, Tech-support, White, Male, United-States, Married-civ-spouse
50, Private,9, Adm-clerical, White, Female, United-States, Divorced
31, Private,9, Craft-repair, White, Male, United-States, Married-civ-spouse
24, Private,9, Other-service, White, Male, United-States, Married-civ-spouse
30, Private,7, Sales, White, Male, United-States, Divorced
39, Local-gov,12, Craft-repair, White, Female, United-States, Married-civ-spouse
37, Private,9, Transport-moving, White, Male, United-States, Divorced
33, Private,9, Transport-moving, White, Male, United-States, Married-civ-spouse
48, Private,9, Other-service, White, Female, United-States, Widowed
43, Self-emp-inc,9, Other-service, Asian-Pac-Islander, Male, Thailand, Married-civ-spouse
39, Private,13, Prof-specialty, White, Male, United-States, Married-civ-spouse
53, Private,10, Exec-managerial, White, Male, United-States, Married-civ-spouse
52, Self-emp-not-inc,6, Exec-managerial, White, Male, United-States, Married-civ-spouse
28, State-gov,10, Adm-clerical, Asian-Pac-Islander, Male, United-States, Married-civ-spouse
32, Private,9, Other-service, White, Male, United-States, Never-married
31, Private,13, Sales, Black, Male, United-States, Married-civ-spouse
31, Private,13, Prof-specialty, White, Female, United-States, Married-civ-spouse
47, Private,10, Adm-clerical, White, Female, United-States, Never-married
40, Private,11, Handlers-cleaners, Black, Male, United-States, Married-civ-spouse
40, Private,12, Adm-clerical, White, Female, United-States, Never-married
41, Private,7, Other-service, White, Male, United-States, Divorced
53, Federal-gov,9, Adm-clerical, Black, Male, United-States, Married-civ-spouse
46, Private,7, Machine-op-inspct, Amer-Indian-Eskimo, Male, Germany, Divorced
45, Self-emp-inc,13, Farming-fishing, White, Male, United-States, Married-civ-spouse
39, Private,5, Other-service, Black, Female, United-States, Married-civ-spouse
19, Private,9, Machine-op-inspct, White, Male, United-States, Never-married
57, Private,9, Transport-moving, White, Male, United-States, Married-civ-spouse
49, Private,11, Machine-op-inspct, White, Female, Peru, Married-civ-spouse
59, Private,9, Exec-managerial, White, Female, United-States, Divorced
32, Private,11, Sales, White, Male, United-States, Divorced
35, State-gov,10, Protective-serv, Black, Male, United-States, Never-married
58, Self-emp-inc,6, Transport-moving, White, Female, United-States, Married-civ-spouse
28, Private,13, Other-service, White, Male, Mexico, Never-married
36, Federal-gov,12, Adm-clerical, White, Female, United-States, Married-civ-spouse
41, Self-emp-not-inc,14, Prof-specialty, White, Female, United-States, Divorced
47, Private,9, Sales, White, Male, United-States, Married-civ-spouse
50, Self-emp-inc,9, Craft-repair, White, Male, United-States, Married-civ-spouse
36, Private,9, Exec-managerial, White, Male, United-States, Married-civ-spouse
38, Private,11, Craft-repair, White, Male, United-States, Divorced
56, Self-emp-not-inc,9, Other-service, White, Male, United-States, Married-civ-spouse
50, Private,11, Transport-moving, White, Male, United-States, Married-civ-spouse
45, Self-emp-not-inc,10, Sales, White, Male, United-States, Married-civ-spouse
44, Self-emp-not-inc,9, Exec-managerial, White, Male, United-States, Married-civ-spouse
51, Private,10, Exec-managerial, White, Male, United-States, Married-civ-spouse
44, Self-emp-inc,10, Exec-managerial, White, Male, United-States, Married-civ-spouse
25, Private,9, Craft-repair, White, Male, United-States, Divorced
60, Private,7, Transport-moving, Black, Male, United-States, Widowed
49, Self-emp-inc,14, Exec-managerial, White, Male, United-States, Married-civ-spouse
46, Private,9, Craft-repair, Black, Male, United-States, Married-civ-spouse
56, Private,9, Adm-clerical, Black, Female, United-States, Widowed
25, Private,9, Craft-repair, White, Male, United-States, Divorced
22, Private,10, Transport-moving, White, Male, United-States, Never-married
41, Self-emp-inc,15, Prof-specialty, White, Male, United-States, Married-civ-spouse
48, Self-emp-inc,9, Exec-managerial, White, Male, United-States, Married-civ-spouse
46, Private,6, Machine-op-inspct, Black, Male, United-States, Never-married
30, Private,10, Craft-repair, White, Male, United-States, Never-married
39, Private,9, Transport-moving, White, Male, United-States, Married-civ-spouse
40, Private,6, Craft-repair, Amer-Indian-Eskimo, Male, United-States, Divorced
70, Federal-gov,9, Adm-clerical, Black, Male, United-States, Married-civ-spouse
35, Private,10, Craft-repair, White, Male, United-States, Married-civ-spouse
49, Private,14, Exec-managerial, White, Female, United-States, Divorced
24, Private,11, Protective-serv, White, Male, United-States, Never-married
40, Private,12, Prof-specialty, White, Male, United-States, Married-civ-spouse
61, Private,15, Transport-moving, White, Male, United-States, Married-civ-spouse
25, Private,13, Prof-specialty, Asian-Pac-Islander, Male, United-States, Never-married
28, Local-gov,13, Prof-specialty, White, Female, United-States, Never-married
69, State-gov,14, Prof-specialty, White, Male, United-States, Married-civ-spouse
22, Private,10, Handlers-cleaners, White, Female, United-States, Never-married
47, Private,9, Adm-clerical, White, Male, United-States, Married-civ-spouse
38, Private,9, Other-service, White, Female, United-States, Divorced
26, Private,11, Adm-clerical, White, Female, United-States, Never-married
17, Private,7, Adm-clerical, Asian-Pac-Islander, Female, United-States, Never-married
33, Self-emp-not-inc,10, Other-service, White, Male, United-States, Never-married
43, Self-emp-not-inc,9, Craft-repair, White, Male, United-States, Married-spouse-absent
58, Private,11, Craft-repair, White, Male, United-States, Married-civ-spouse
53, Self-emp-inc,9, Sales, White, Male, United-States, Married-civ-spouse
26, Private,9, Craft-repair, White, Male, United-States, Never-married
43, Local-gov,13, Prof-specialty, Black, Male, United-States, Married-civ-spouse
31, Private,6, Farming-fishing, White, Male, Mexico, Married-civ-spouse
30, Private,9, Adm-clerical, White, Male, United-States, Never-married
25, Private,9, Other-service, White, Female, United-States, Never-married
57, Federal-gov,9, Adm-clerical, White, Female, United-States, Divorced
37, Private,14, Exec-managerial, White, Male, United-States, Divorced
32, Private,10, Sales, White, Male, United-States, Married-civ-spouse
26, Private,9, Exec-managerial, White, Female, United-States, Divorced
45, Private,9, Adm-clerical, White, Male, United-States, Married-civ-spouse
53, State-gov,9, Adm-clerical, White, Male, United-States, Married-civ-spouse
27, Private,9, Handlers-cleaners, Amer-Indian-Eskimo, Male, United-States, Never-married
28, Self-emp-inc,7, Craft-repair, White, Male, United-States, Married-civ-spouse
32, Private,7, Sales, White, Male, United-States, Divorced
35, Private,13, Sales, White, Female, United-States, Divorced
36, Self-emp-not-inc,10, Exec-managerial, White, Male, United-States, Married-civ-spouse
19, Private,10, Adm-clerical, White, Male, United-States, Never-married
37, Self-emp-inc,13, Exec-managerial, White, Male, United-States, Married-civ-spouse
49, Private,10, Machine-op-inspct, White, Male, United-States, Divorced
20, Private,10, Other-service, White, Male, United-States, Never-married
64, Self-emp-inc,13, Exec-managerial, White, Male, United-States, Married-civ-spouse
32, Private,12, Craft-repair, White, Male, United-States, Married-civ-spouse
58, State-gov,9, Exec-managerial, White, Male, United-States, Married-civ-spouse
42, Private,9, Sales, White, Male, United-States, Married-civ-spouse
20, Private,10, Adm-clerical, Black, Female, United-States, Never-married
42, State-gov,10, Adm-clerical, Black, Male, United-States, Married-civ-spouse
25, Private,10, Prof-specialty, Black, Male, United-States, Married-spouse-absent
30, Self-emp-not-inc,11, Prof-specialty, White, Male, United-States, Married-civ-spouse
37, Self-emp-inc,13, Prof-specialty, White, Male, United-States, Married-civ-spouse
66, Self-emp-not-inc,11, Prof-specialty, White, Male, United-States, Married-civ-spouse
59, Self-emp-inc,13, Exec-managerial, White, Male, England, Married-civ-spouse
44, Private,13, Other-service, Asian-Pac-Islander, Male, China, Divorced
46, Private,9, Adm-clerical, White, Male, United-States, Married-civ-spouse
59, Private,13, Adm-clerical, White, Female, United-States, Married-civ-spouse
25, Private,13, Exec-managerial, White, Male, United-States, Never-married
17, Local-gov,5, Other-service, Black, Male, United-States, Never-married
47, Local-gov,13, Protective-serv, White, Male, United-States, Married-civ-spouse
47, State-gov,5, Other-service, White, Female, United-States, Divorced
30, Private,10, Exec-managerial, White, Female, United-States, Divorced
20, Private,10, Farming-fishing, White, Female, United-States, Never-married
26, Local-gov,13, Prof-specialty, White, Male, United-States, Never-married
20, Private,10, Handlers-cleaners, Black, Male, United-States, Never-married
33, Private,9, Other-service, White, Male, United-States, Divorced
48, Private,9, Machine-op-inspct, White, Male, United-States, Married-civ-spouse
52, Private,13, Exec-managerial, White, Male, United-States, Married-civ-spouse
37, Private,9, Exec-managerial, White, Female, United-States, Divorced
47, Private,9, Craft-repair, Black, Male, United-States, Married-civ-spouse
40, Private,6, Machine-op-inspct, White, Male, United-States, Married-civ-spouse
48, Private,14, Exec-managerial, White, Female, United-States, Divorced
49, Private,6, Transport-moving, Black, Male, United-States, Married-civ-spouse
50, Private,10, Other-service, White, Female, United-States, Divorced
30, Private,12, Prof-specialty, White, Female, United-States, Never-married
34, Private,10, Exec-managerial, White, Male, United-States, Married-civ-spouse
43, Private,9, Machine-op-inspct, White, Male, United-States, Married-civ-spouse
22, Private,6, Machine-op-inspct, White, Female, United-States, Married-civ-spouse
35, Private,9, Other-service, Black, Male, United-States, Separated
26, State-gov,9, Adm-clerical, White, Female, United-States, Divorced
62, Private,15, Prof-specialty, White, Male, United-States, Married-civ-spouse
39, Local-gov,9, Protective-serv, White, Male, United-States, Separated
59, Local-gov,10, Craft-repair, White, Male, United-States, Married-civ-spouse
27, Private,13, Craft-repair, White, Male, United-States, Married-civ-spouse
17, Private,6, Sales, White, Male, United-States, Never-married
38, Private,13, Adm-clerical, White, Male, United-States, Married-civ-spouse
41, Private,10, Craft-repair, White, Male, United-States, Married-civ-spouse
27, Private,6, Machine-op-inspct, White, Female, United-States, Never-married
23, Private,9, Adm-clerical, White, Female, United-States, Never-married
17, Private,6, Handlers-cleaners, White, Male, United-States, Never-married
56, Private,4, Machine-op-inspct, White, Female, United-States, Divorced
24, Private,10, Adm-clerical, White, Female, United-States, Never-married
44, Private,8, Transport-moving, Black, Male, United-States, Divorced
23, Private,13, Adm-clerical, White, Male, United-States, Never-married
25, Private,9, Transport-moving, White, Male, United-States, Never-married
21, Private,10, Other-service, Black, Female, United-States, Never-married
18, Private,8, Handlers-cleaners, White, Male, United-States, Never-married
45, Private,10, Craft-repair, White, Male, United-States, Married-civ-spouse
51, Private,4, Protective-serv, White, Male, United-States, Married-civ-spouse
42, Federal-gov,9, Other-service, Black, Female, United-States, Separated
47, Private,10, Other-service, Black, Female, Outlying-US(Guam-USVI-etc), Never-married
29, Private,10, Farming-fishing, White, Male, United-States, Married-civ-spouse
33, Private,7, Other-service, Black, Male, United-States, Never-married
43, Local-gov,13, Craft-repair, White, Male, United-States, Married-civ-spouse
44, Private,12, Craft-repair, White, Male, United-States, Married-civ-spouse
24, Private,10, Other-service, White, Male, United-States, Never-married
19, Private,10, Handlers-cleaners, White, Male, United-States, Never-married
52, Private,11, Adm-clerical, White, Male, United-States, Married-civ-spouse
38, Self-emp-not-inc,9, Farming-fishing, White, Male, United-States, Never-married
24, State-gov,10, Tech-support, White, Male, United-States, Never-married
32, Local-gov,13, Prof-specialty, White, Male, United-States, Never-married
26, Private,9, Sales, White, Male, United-States, Married-civ-spouse
29, Private,13, Sales, White, Male, United-States, Married-civ-spouse
39, Private,9, Adm-clerical, White, Male, United-States, Divorced
48, Self-emp-not-inc,9, Farming-fishing, White, Male, United-States, Married-civ-spouse
40, Private,10, Craft-repair, White, Male, United-States, Married-civ-spouse
51, Private,10, Exec-managerial, White, Male, Scotland, Divorced
28, Self-emp-not-inc,9, Craft-repair, White, Male, United-States, Divorced
22, Private,9, Exec-managerial, White, Female, United-States, Never-married
23, Private,13, Adm-clerical, White, Female, United-States, Never-married
65, Private,10, Protective-serv, White, Male, United-States, Married-civ-spouse
26, Local-gov,13, Prof-specialty, White, Male, United-States, Married-civ-spouse
38, Self-emp-not-inc,13, Other-service, White, Male, United-States, Married-civ-spouse
33, Private,9, Prof-specialty, White, Male, United-States, Never-married
33, Local-gov,9, Adm-clerical, White, Female, United-States, Married-civ-spouse
37, Private,13, Sales, Black, Female, United-States, Never-married
19, Private,7, Machine-op-inspct, White, Male, United-States, Never-married
24, Private,13, Sales, White, Male, United-States, Never-married
30, Private,7, Craft-repair, White, Male, United-States, Married-civ-spouse
57, State-gov,9, Exec-managerial, White, Female, United-States, Divorced
22, State-gov,10, Prof-specialty, White, Female, United-States, Never-married
57, Private,9, Machine-op-inspct, Black, Male, United-States, Married-civ-spouse
46, State-gov,9, Tech-support, White, Male, United-States, Married-civ-spouse
67, Private,9, Adm-clerical, White, Male, United-States, Married-civ-spouse
47, Private,9, Craft-repair, White, Male, United-States, Separated
39, Private,6, Craft-repair, White, Male, United-States, Married-civ-spouse
50, Private,10, Other-service, Asian-Pac-Islander, Male, Philippines, Divorced
58, Self-emp-not-inc,8, Sales, White, Female, United-States, Divorced
36, Private,12, Prof-specialty, White, Female, United-States, Married-civ-spouse
45, Private,14, Prof-specialty, White, Male, England, Married-civ-spouse
54, Private,9, Machine-op-inspct, White, Male, United-States, Married-civ-spouse
26, Private,13, Adm-clerical, White, Male, United-States, Never-married
60, Private,9, Prof-specialty, White, Male, United-States, Married-civ-spouse
46, Private,15, Prof-specialty, White, Male, United-States, Married-civ-spouse
26, Private,10, Exec-managerial, White, Female, United-States, Married-civ-spouse
32, Private,7, Craft-repair, White, Male, United-States, Never-married
38, Local-gov,9, Transport-moving, White, Male, United-States, Married-civ-spouse
48, Self-emp-not-inc,10, Sales, White, Male, United-States, Married-civ-spouse
44, Self-emp-not-inc,9, Exec-managerial, White, Male, United-States, Married-civ-spouse
37, Private,9, Other-service, Asian-Pac-Islander, Female, Philippines, Never-married
44, Private,10, Exec-managerial, White, Male, United-States, Married-civ-spouse
31, Private,9, Other-service, Other, Female, United-States, Never-married
61, Self-emp-not-inc,15, Prof-specialty, White, Male, United-States, Married-civ-spouse
51, Private,9, Craft-repair, White, Male, United-States, Married-civ-spouse
52, Private,13, Sales, White, Female, United-States, Married-civ-spouse
45, Private,9, Machine-op-inspct, White, Female, United-States, Married-civ-spouse
39, Private,7, Other-service, White, Male, Mexico, Married-civ-spouse
67, Local-gov,9, Other-service, White, Female, United-States, Divorced
40, State-gov,12, Adm-clerical, White, Male, United-States, Married-civ-spouse
27, Private,3, Farming-fishing, White, Male, Mexico, Never-married
37, Private,2, Machine-op-inspct, White, Male, Mexico, Married-civ-spouse
57, Private,10, Exec-managerial, White, Male, United-States, Married-civ-spouse
27, Private,6, Other-service, White, Female, United-States, Divorced
28, Private,9, Sales, White, Female, United-States, Never-married
34, Self-emp-inc,13, Prof-specialty, White, Male, United-States, Married-civ-spouse
54, Private,9, Machine-op-inspct, White, Male, United-States, Married-civ-spouse
52, Private,9, Other-service, Black, Female, United-States, Divorced
42, Private,13, Prof-specialty, White, Male, United-States, Married-civ-spouse
48, Private,14, Prof-specialty, White, Male, United-States, Married-civ-spouse
65, State-gov,14, Prof-specialty, White, Male, United-States, Married-civ-spouse
55, Self-emp-not-inc,15, Prof-specialty, White, Female, United-States, Married-civ-spouse
71, Self-emp-inc,9, Adm-clerical, White, Female, United-States, Married-civ-spouse
33, Private,10, Machine-op-inspct, Black, Male, United-States, Married-civ-spouse
30, Private,9, Sales, White, Male, United-States, Married-civ-spouse
35, Private,13, Exec-managerial, White, Male, United-States, Married-civ-spouse
59, Private,6, Adm-clerical, Black, Female, United-States, Divorced
19, Private,10, Handlers-cleaners, White, Male, United-States, Never-married
36, Self-emp-not-inc,5, Craft-repair, White, Male, United-States, Married-civ-spouse
26, Self-emp-not-inc,9, Sales, White, Male, United-States, Never-married
34, Local-gov,9, Protective-serv, White, Male, United-States, Married-civ-spouse
41, Private,9, Craft-repair, Black, Male, United-States, Married-civ-spouse
44, Private,13, Prof-specialty, White, Male, Italy, Married-civ-spouse
47, Private,9, Craft-repair, White, Male, United-States, Married-civ-spouse
18, Private,10, Sales, White, Male, United-States, Never-married
55, Self-emp-not-inc,6, Craft-repair, White, Male, United-States, Married-civ-spouse
49, Local-gov,9, Craft-repair, White, Male, United-States, Married-civ-spouse
44, Private,13, Exec-managerial, White, Male, United-States, Married-civ-spouse
43, Private,13, Prof-specialty, White, Male, United-States, Never-married
62, Private,4, Protective-serv, White, Male, Cuba, Married-civ-spouse
44, Private,9, Handlers-cleaners, Black, Male, United-States, Married-civ-spouse
50, Self-emp-inc,10, Sales, White, Male, United-States, Married-civ-spouse
35, Private,7, Sales, White, Male, United-States, Never-married
52, Private,9, Adm-clerical, White, Male, United-States, Married-civ-spouse
46, Private,15, Prof-specialty, White, Male, United-States, Married-civ-spouse
44, Private,12, Sales, White, Male, United-States, Married-civ-spouse
43, Private,10, Exec-managerial, White, Male, United-States, Never-married
51, Private,4, Craft-repair, White, Male, United-States, Married-civ-spouse
20, Private,10, Sales, White, Male, United-States, Never-married
47, Private,12, Adm-clerical, White, Female, Italy, Married-civ-spouse
43, Private,14, Exec-managerial, White, Male, United-States, Divorced
24, Private,10, Craft-repair, White, Male, United-States, Never-married
27, Federal-gov,10, Craft-repair, White, Male, United-States, Married-civ-spouse
32, Private,9, Transport-moving, White, Male, United-States, Married-civ-spouse
37, Private,9, Other-service, White, Female, United-States, Divorced
26, Private,9, Machine-op-inspct, White, Male, United-States, Married-civ-spouse
43, Private,13, Exec-managerial, White, Male, United-States, Married-civ-spouse
50, Private,9, Machine-op-inspct, White, Female, United-States, Married-civ-spouse
20, Self-emp-not-inc,9, Transport-moving, White, Male, United-States, Never-married
37, Private,9, Exec-managerial, White, Male, United-States, Married-civ-spouse
43, Private,9, Other-service, Black, Female, United-States, Never-married
37, Private,9, Exec-managerial, White, Male, United-States, Married-civ-spouse
53, Private,5, Other-service, White, Female, Canada, Divorced
44, Private,16, Prof-specialty, White, Male, United-States, Married-civ-spouse
25, Private,9, Other-service, White, Female, United-States, Never-married
17, Private,7, Adm-clerical, White, Female, United-States, Never-married
19, Private,9, Sales, White, Male, United-States, Never-married
53, State-gov,9, Exec-managerial, White, Female, United-States, Married-civ-spouse
44, Private,10, Sales, White, Male, United-States, Married-civ-spouse
51, Private,9, Machine-op-inspct, Black, Male, United-States, Married-civ-spouse
49, Private,9, Exec-managerial, White, Female, United-States, Married-civ-spouse
35, Private,10, Handlers-cleaners, White, Male, United-States, Married-civ-spouse
44, Private,9, Craft-repair, White, Male, United-States, Divorced
54, Private,14, Prof-specialty, White, Male, United-States, Married-civ-spouse
37, Private,10, Adm-clerical, Black, Female, United-States, Divorced
18, Private,10, Other-service, White, Female, United-States, Never-married
24, Private,10, Handlers-cleaners, White, Male, United-States, Married-civ-spouse
29, Private,9, Craft-repair, White, Female, United-States, Divorced
35, Private,9, Machine-op-inspct, White, Male, United-States, Never-married
56, Private,9, Craft-repair, White, Male, United-States, Married-civ-spouse
24, Private,13, Machine-op-inspct, Asian-Pac-Islander, Male, China, Never-married
43, Private,14, Exec-managerial, White, Male, United-States, Married-civ-spouse
73, Private,9, Sales, White, Female, United-States, Widowed
49, Private,8, Machine-op-inspct, White, Male, United-States, Married-civ-spouse
38, Private,13, Sales, White, Male, United-States, Married-civ-spouse
31, Private,9, Machine-op-inspct, Black, Male, United-States, Married-civ-spouse
39, Private,10, Adm-clerical, Amer-Indian-Eskimo, Female, United-States, Divorced
42, Private,13, Adm-clerical, White, Female, United-States, Divorced
41, Private,14, Prof-specialty, Asian-Pac-Islander, Male, China, Married-civ-spouse
35, Private,13, Sales, White, Male, United-States, Married-civ-spouse
38, Private,9, Transport-moving, White, Male, United-States, Married-civ-spouse
31, Private,9, Adm-clerical, White, Female, United-States, Divorced
51, Local-gov,9, Protective-serv, White, Male, United-States, Married-civ-spouse
38, Private,13, Sales, White, Male, United-States, Divorced
40, Local-gov,10, Exec-managerial, White, Male, United-States, Married-civ-spouse
21, Private,9, Other-service, White, Female, United-States, Never-married
44, Private,10, Craft-repair, White, Male, United-States, Divorced
55, Private,9, Craft-repair, White, Male, United-States, Married-civ-spouse
29, Private,9, Sales, White, Male, United-States, Divorced
49, Private,14, Prof-specialty, White, Female, United-States, Married-civ-spouse
31, Private,11, Other-service, White, Male, United-States, Married-civ-spouse
24, Private,14, Exec-managerial, White, Male, United-States, Never-married
46, Private,10, Exec-managerial, Black, Male, United-States, Never-married
26, Private,9, Sales, Black, Male, United-States, Never-married
35, Private,13, Other-service, White, Male, United-States, Never-married
27, Private,11, Sales, White, Male, United-States, Never-married
64, Self-emp-not-inc,13, Exec-managerial, White, Male, United-States, Married-civ-spouse
26, Private,13, Craft-repair, White, Male, United-States, Never-married
21, Private,9, Other-service, White, Female, United-States, Never-married
57, Local-gov,9, Transport-moving, White, Male, United-States, Married-civ-spouse
30, Private,13, Adm-clerical, White, Male, United-States, Married-civ-spouse
45, Private,7, Other-service, White, Female, United-States, Married-civ-spouse
50, Private,4, Craft-repair, White, Female, United-States, Divorced
38, Private,13, Adm-clerical, White, Female, United-States, Never-married
43, Self-emp-not-inc,10, Craft-repair, White, Male, United-States, Married-civ-spouse
42, Private,10, Exec-managerial, White, Female, United-States, Widowed
32, Private,13, Prof-specialty, White, Male, United-States, Never-married
20, Private,9, Adm-clerical, White, Female, United-States, Never-married
27, Private,9, Other-service, White, Female, United-States, Never-married
45, Private,7, Adm-clerical, White, Female, United-States, Widowed
40, Private,9, Machine-op-inspct, White, Female, United-States, Never-married
38, Private,9, Transport-moving, White, Male, United-States, Divorced
37, Private,9, Adm-clerical, White, Female, United-States, Divorced
60, Private,6, Machine-op-inspct, White, Female, United-States, Divorced
53, Self-emp-not-inc,9, Exec-managerial, Black, Male, United-States, Married-civ-spouse
25, Private,13, Exec-managerial, White, Female, United-States, Married-civ-spouse
47, Self-emp-not-inc,13, Exec-managerial, Asian-Pac-Islander, Male, Japan, Divorced
